Source_System,Primary_Label,CURIE,Formal_Label,Concept_Type,Hierarchy_Path,Synonyms,Description,Parent_IDs,Concept_ID,URI,Has_Translation,Status,Crosswalks,Extraction_Date,working_category,review_status
Getty Art & Architecture Thesaurus,martyrologies,AAT:300026471,martyrologies,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > martyrologies,martyrology,"Lists, catalogs, histories, or accounts of religious martyrs.",300220519,300026471,http://vocab.getty.edu/aat/300026471,yes,active,http://vocab.getty.edu/aat/300026471 | http://www.wikidata.org/entity/Q431193,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,manuterges,AAT:300266076,manuterges,skos:Concept,Objects Facet > Object Genres (hierarchy name) > object genres (object classifications) > <object genres by function> > ceremonial objects > religious objects > liturgical objects > manuterges,manuterge | manutergium,Towels on which a priest dries his hands after washing them before celebrating Mass.,300234147,300266076,http://vocab.getty.edu/aat/300266076,yes,active,http://vocab.getty.edu/aat/300266076 | http://www.wikidata.org/entity/Q1439905,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,nierakate,AAT:300410387,nierakate,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > nierakate,nieríka,"Huichol artworks, most often employing yarn, representing the spiritual world or acting as a portal to it.",300234093,300410387,http://vocab.getty.edu/aat/300410387,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,ikegobo,AAT:300263683,ikegobo,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by material or technique> > sculpture (visual works) > <sculpture by function> > ikegobo,,"Sculpture serving as cult objects associated with the Cult of the Hand of the Bini people of Africa; they are made of cast bronze or carved wood in cylindrical form with a projection from the top, relief sculpture around the sides, and figures on the flat top.",300178245 | 300047090,300263683,http://vocab.getty.edu/aat/300263683,yes,active,http://vocab.getty.edu/aat/300263683 | http://www.wikidata.org/entity/Q5995778,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,temple vases,AAT:300434527,temple vases,skos:Concept,Objects Facet > Furnishings and Equipment (hierarchy name) > Containers (hierarchy name) > containers (receptacles) > <containers by form> > vessels (containers) > vases > temple vases,"temple vase | vases, temple","Vases, commonly made of porcelain or ceramic, made to decorate religious altars. Examples include Yuan-period porcelain vases used for Buddhist altars.",300234093 | 300132254,300434527,http://vocab.getty.edu/aat/300434527,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,ordinals,AAT:300211649,ordinals,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > liturgical texts > ordinals,ordinal,"In the Roman Catholic Church, books of directions for all services throughout the year, without the actual texts. In the Church of England, service books for the consecration or ordination of clergy.",300202991,300211649,http://vocab.getty.edu/aat/300211649,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,mezuzahs,AAT:300390936,mezuzahs,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > mezuzahs,mezuzah | mezuza | mezuzot | mezuzoth | mesusa | mezuzzah | mezusah,"Pieces of parchment inscribed on one side with the required Pentateuchal texts and on the other with the divine name Shaddai, enclosed in a container and attached to the doorpost of a Jewish house in fulfilment of religious law.",300220519,300390936,http://vocab.getty.edu/aat/300390936,yes,active,http://vocab.getty.edu/aat/300390936 | http://vocab.getty.edu/aat/300391331 | http://www.wikidata.org/entity/Q247034,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,paxes,AAT:300236484,paxes,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > paxes,pax | osculatoria | osculatories,"Tablets, sometimes of silver, or boards, usually decorated with a Christian religious representation, that is kissed first by the priest and then by members of the congregation.",300234147 | 300234093,300236484,http://vocab.getty.edu/aat/300236484,yes,active,http://vocab.getty.edu/aat/300236484 | http://www.wikidata.org/entity/Q3357200,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,holiday ornaments,AAT:300426113,holiday ornaments,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > <religious visual works by related event> > <temporary alphabetical list: religious visual works by related event> > holiday ornaments,holiday ornament,,300234093,300426113,http://vocab.getty.edu/aat/300426113,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,tavolette (visual works),AAT:300266708,tavolette (visual works),skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by form> > tavolette (visual works),tavoletta (visual work) | tavolettas (visual works),"Visual works comprising small panels or tablets with images or text, especially miniatures painted on small wooden panels or images or ancient texts carved or engraved on stone or metal panels. Examples include small panels with miniatures used for various purposes, including as book covers. Common in the Middle Ages and Renaissance.",300191086 | 300234144 | 300028879,300266708,http://vocab.getty.edu/aat/300266708,yes,active,http://vocab.getty.edu/aat/300266708 | http://www.wikidata.org/entity/Q25841827,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,pontificals,AAT:300202602,pontificals,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > liturgical texts > pontificals,pontifical,Books containing the forms for sacraments and rites performed by a bishop.,300202991,300202602,http://vocab.getty.edu/aat/300202602,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,prayer beads,AAT:300264660,prayer beads,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > prayer beads,"prayer bead | beads, prayer","Beads arranged in strings and used in praying, such as the beads of a rosary.",300234006 | 300234093,300264660,http://vocab.getty.edu/aat/300264660,yes,active,http://vocab.getty.edu/aat/300264660 | http://www.wikidata.org/entity/Q3129913,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,passionals,AAT:300026474,passionals,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Information Forms (hierarchy name) > information forms (objects) > document genres > <documents by function> > religious texts > passionals,passional | passionaries,Various liturgical books containing readings concerning the sufferings of the saints or of Christ.,300220519,300026474,http://vocab.getty.edu/aat/300026474,yes,active,http://vocab.getty.edu/aat/300026474 | http://www.wikidata.org/entity/Q1609706,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,holiday trees,AAT:300426114,holiday trees,skos:Concept,Objects Facet > Visual and Verbal Communication (hierarchy name) > Visual Works (hierarchy name) > visual works (works) > <visual works by function> > religious visual works > <religious visual works by related event> > <temporary alphabetical list: religious visual works by related event> > holiday trees,holiday tree,,300234093,300426114,http://vocab.getty.edu/aat/300426114,yes,active,,2026-03-12 16:24:20,material,Human Reviewed
Getty Art & Architecture Thesaurus,exposition thrones,AAT:300262826,exposition thrones,skos:Concept,Objects Facet > Furnishings and Equipment (hierarchy name) > Furnishings (hierarchy name) > furnishings (works) > <furnishings by form or function> > furniture > <furniture by form or function> > support furniture > stands (support objects) > <stands by function> > exposition thrones,"exposition throne | tabor | thrones, exposition | tabors (altar stands) | thabor (altar component) | thabors (altar components) | monstrance stand","Stands placed on altars or attached to the wall behind an altar, consisting of or featuring a raised platform on which a monstrance is displayed for the adoration of the faithful in the Roman Catholic Church.",300234147 | 300039767,300262826,http://vocab.getty.edu/aat/300262826,yes,active,http://vocab.getty.edu/aat/300262826 | http://www.wikidata.org/entity/Q60646381,2026-03-12 16:24:20,material,Human Reviewed
